Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.00014012721755856,0.558613044334634,-1.26197690160727E-07,0,0,0,78.1414553872871,1.99015899213176,9.93521448675514E-06,-2.62144930599073E-07,1.07257977119024,-2.65099286314945E-07,2.10659174047258,0,0,0,0,0,0,package://world_base/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://world_base/meshes/base_link.STL,,机器人装配-1/方头-2;机器人装配-1/圆管支座-1;机器人装配-1/电机连接法兰-1;机器人装配-1/轴承支座-1;机器人装配-1/轴套-1;机器人装配-1/头部转轴连接法兰-1;机器人装配-1/F25-11-1;机器人装配-1/QJ1005-1;机器人装配-1/ZED2-1;机器人装配-1/灯-1;机器人装配-1/灯-2;机器人装配-1/方头盖板-1;机器人装配-1/方头后板-1;机器人装配-1/方头前板-1;机器人装配-1/ZED相机固定架-1;机器人装配-1/海康热像仪固定架-1;机器人装配-1/方头-2/方头底板-1;机器人装配-1/方头-2/方头右侧板-1;机器人装配-1/方头-2/方头左侧板-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
