index,x,y,z,rx,ry,rz,image
1,0.57259,0.0827706,0.290874,-2.91712,-0.133771,2.00756,/home/y/dual_rokae_ws/src/rokae/src/calibration_results_eye_to_hand/20260424_204100/pose_001.png
2,0.543412,0.0758389,0.353205,-3.01769,0.0355984,2.10989,/home/y/dual_rokae_ws/src/rokae/src/calibration_results_eye_to_hand/20260424_204100/pose_002.png
